IfcWall,AR,MUR*BRS-CNT-DIV-POR-RIV-TAM,XX_XXX_XXX_Xxxnn_nnnn
IfcRoof,AR,TET*FAL-LUC-PIA-STR-VER,XX_XXX_XXX_Xxxnn_nnnn
IfcSlab,AR,PAV*GAL-GET-MAI-MAN-PRE,XX_XXX_XXX_Xxxnn_nnnn
IfcCompound,AR,CON*CAC-CCG-CIG-CLA-CPA-CSO,XX_XXX_XXX_Xxxnn_nnnn
