Nome Elemento,Tipo IFC,GUID,ElementId
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1si7,717519
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1siO,717520
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1siJ,717531
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1siK,717532
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1siL,717533
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1siM,717534
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1six,717555
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1siy,717556
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1siz,717557
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1si_,717558
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sir,717565
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sis,717566
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sit,717567
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sh8,717568
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sh1,717577
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sh2,717578
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sh3,717579
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sh4,717580
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1shb,717613
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1shc,717614
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1shd,717615
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1shu,717616
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1shn,717625
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sho,717626
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1shp,717627
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1shq,717628
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sgD,717637
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sgE,717638
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sgF,717639
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sg0,717640
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sgP,717649
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sgQ,717650
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sgR,717651
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sgS,717652
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sel,717799
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1seW,717800
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1seX,717801
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1seY,717802
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sex,717811
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sey,717812
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sez,717813
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1se_,717814
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1stv,717873
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1stw,717874
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1stx,717875
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sty,717876
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1str,717885
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sts,717886
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1stt,717887
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ss8,717888
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ss1,717897
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ss2,717898
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ss3,717899
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ss4,717900
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ssT,717909
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ssU,717910
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ssV,717911
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ssG,717912
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ssf,717921
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ssg,717922
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ssh,717923
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ssi,717924
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ssb,717933
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ssc,717934
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ssd,717935
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1ssu,717936
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1srY,717994
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1srZ,717995
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sra,717996
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1srb,717997
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sqC,718020
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sqD,718021
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sqE,718022
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sqF,718023
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sqO,718032
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sqP,718033
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sqQ,718034
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sqR,718035
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sqK,718044
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sqL,718045
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sqM,718046
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sqN,718047
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sqk,718054
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sql,718055
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sqW,718056
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,3gEquXBon3l8L1mGCO1sqX,718057
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,1G_2GUnmz7xuvS$kBNojN8,732290
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,1G_2GUnmz7xuvS$kBNojN9,732291
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,1G_2GUnmz7xuvS$kBNojNE,732292
ST_FON_PAL_PaloCalcestruzzo - ST_FON_PAL_PaloCalcestruzzo_600mm,IfcPile,1G_2GUnmz7xuvS$kBNojNF,732293
ST_POR_PRT_VarcoApertura - ST_POR_PRT_VarcoApertura_800x2100mm,IfcDoor,3cIH2bsjb4LwdvS1GI62HI,729665
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,2YZrMS$IP01Bt12Yn3CJqE,716429
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1tQ3,716619
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1tQV,716631
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1tQh,716643
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1tQd,716655
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1tQp,716667
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1tPD,716677
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1tPb,716717
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1tPp,716731
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1tOD,716741
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1tOT,716757
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1tOf,716769
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1tOb,716781
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sc5,716877
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1scn,716921
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sbF,716935
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sbR,716947
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sbN,716959
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sbZ,716971
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sbn,716985
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1saF,716999
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1saT,717013
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sah,717027
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sav,717041
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sZV,717079
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sZh,717091
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sZd,717103
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sZp,717115
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sYF,717127
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sYR,717139
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sYN,717151
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sWy,717300
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1slI,717338
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1slk,717350
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1slq,717372
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1skS,717396
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1skg,717410
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1skc,717422
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1skq,717436
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sj4,717452
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sjG,717464
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sjk,717478
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sju,717488
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1si8,717504
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1si4,717516
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1siI,717530
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1siw,717554
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1siq,717564
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sh0,717576
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sha,717612
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1shm,717624
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sgC,717636
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sgO,717648
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sek,717798
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sew,717810
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1stu,717872
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1stq,717884
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1ss0,717896
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1ssS,717908
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sse,717920
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1ssa,717932
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1srX,717993
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sqB,718019
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sq7,718031
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sqJ,718043
ST_FON_PLT_Testata4Pali - ST_FON_PLT_Testata4Pali_3000x3000x1000mm_D600,IfcFooting,3gEquXBon3l8L1mGCO1sqj,718053
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59G1,718109
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59Ht,718187
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59JX,718333
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59SK,718344
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59SF,718355
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59S2,718366
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59Se,718388
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59Jk,718845
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59ad,718907
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59dt,719083
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59Wy,719136
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59Y3,719263
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59ZB,719319
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59Z_,719330
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59g1,719773
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59h9,719829
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59hZ,719871
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x78,IfcFooting,2U$qxMQEjF4huNiI1Y59qz,719905
INC_TelST_TS.CA_FondazioneRettangolare - 50X28,IfcFooting,2U$qxMQEjF4huNiI1Y59tC,720080
INC_TelST_TS.CA_FondazioneRettangolare - 50X28,IfcFooting,2U$qxMQEjF4huNiI1Y59o$,720291
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59yF,720403
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59zt,720491
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59_l,720563
INC_TelST_TS.CA_FondazioneRettangolareMagrone - 50x50,IfcFooting,2U$qxMQEjF4huNiI1Y59uj,720689
