"ID,TUB,ARF*SAM-SAN-SAR-SAG-SAO-SCD,ASN*ACS-AFS-RIC-RWC,GEN*ALT"
"HV,CND,AER*ALT-ARE-ARF-ARR-AWC-CAR-EAV-MAV-MBV"
"HV,TUB,FLU*ALT-ADM-ADR-CAR-CLM-CLR-PRM-PRR-RAM-RAR-RRM-RRR-RTM-RTR-CAM-ADM-ADR"
"PA,TUB,ANT*ALT-SPR-NSP"
"PA,CND,ANT*SFC"
"IE,PAS,ELE*DPM-DPB-DBC-UPS-UIN-MSR"
"IS,PAS,SPE*SAF-SEC-ITC"
